source_id,jsd,jaccard,dom_eq,dom_A,dom_Ap,nucleo_A,nucleo_Ap,tci1,tci2,h1,h2,hn1,hn2
S110151151,0.026997694491739322,0.5,True,3312,3312,3304|3312|3318,3304|3312|3314,0.12681756565666424,0.15094038041451327,2.610404483525425,2.5197185727503193,0.7833866365507598,0.7733713667921112
S110891900,0.03613562332860148,1.0,True,3312,3312,3312|3320,3312|3320,0.25623303898072086,0.2843883435723705,1.8843483787012358,1.89974269753263,0.6096158196254966,0.6058830177014611
S111364325,0.06338301642339814,0.5,True,3312,3312,3312|3320,3312,0.2772422915971899,0.28060279992210263,2.0392896292645037,2.054483272141603,0.6056164151376908,0.6165537756965525
S112282628,0.017807548703529456,1.0,True,3106,3106,3106,3106,0.565473209703327,0.49896811138804137,1.0222624271580198,1.1607201588876228,0.4439629311717529,0.5040943600387603
S112424246,0.0552263687824887,1.0,True,3320,3320,3312|3320,3312|3320,0.2966023875114783,0.2734375,1.5404616279641814,1.5746794417481091,0.7010943004432176,0.8092251548780777
S112444171,0.05836246079982129,0.5,True,3312,3312,3312,1202|3312,0.3125075373519106,0.25667640271377873,1.8615965457461532,1.969317642165814,0.6322415098149408,0.7102811990719415
S112540174,0.013313074338896728,1.0,True,1311,1311,1311|1312,1311|1312,0.1631729829648632,0.17004913285117518,2.5374285412742523,2.5351149728119085,0.7027101148960013,0.6826621181103811
S112879492,0.02640919954433714,0.5,True,3312,3312,3312|3320,3312,0.3300229759894767,0.37256453336768103,1.5796106249337953,1.4218213101748214,0.5697241037818758,0.5387610546460183
S113036218,0.008180402834166288,1.0,True,2611,2611,2604|2611,2604|2611,0.3058671609009532,0.3038346636555295,1.6702865591162372,1.6218308230228646,0.5255689954544815,0.5413804288654952
S113116626,0.013623926890322748,1.0,False,3318,3312,3312|3318,3312|3318,0.24755821338302467,0.22552804227309062,1.9203624935236419,1.981812350851959,0.6307598425714396,0.6615452149536826
S113184965,0.015266915530649875,1.0,True,3312,3312,3203|3312,3203|3312,0.22317464885519292,0.19089967167011412,2.253123106380814,2.36652539054325,0.6337278565736068,0.633155316608787
S113281486,0.019542065417184274,1.0,True,3312,3312,3312|3320,3312|3320,0.20923158677250173,0.22899366644335203,2.2938974176391422,2.165478751430079,0.640124262501435,0.6193262028931089
S113416816,0.02783251288680604,0.75,True,3109,3109,2604|2610|3109,2604|2610|2611|3109,0.13540586000000007,0.1115146296875398,2.5563144120666177,2.7600265992174755,0.7444158233111072,0.7587522268957283
S113566553,0.01743940189273681,1.0,True,2604,2604,2604|2610,2604|2610,0.18519999999999998,0.17672438335608495,2.09863510034981,2.118335230273336,0.6893150381637814,0.7194359418761087
S114339905,0.03068925451118589,0.6666666666666666,True,3312,3312,3207|3312,2805|3207|3312,0.16752624280182957,0.14618276000000002,2.191693026289863,2.392270426025202,0.7582737481095325,0.7527469809292963
S114448247,0.012920869210852745,1.0,True,3312,3312,3312|3320|3321,3312|3320|3321,0.1632247701718738,0.15925789998741852,2.459966954889531,2.520117317599783,0.6864668492443801,0.6927993474082667
S114567169,0.023048736955072528,1.0,True,3312,3312,3312|3318,3312|3318,0.250678126527163,0.20145479443073216,2.314145636346761,2.555435014925858,0.6273302408312541,0.679420114942392
S115207144,0.027261990159184863,0.6666666666666666,True,3109,3109,2608|2610|3109,2610|3109,0.15792458068817727,0.17292359556457332,2.4580048615002936,2.3481948984588263,0.7299640380899254,0.704697113063856
S115516119,0.04232511713455411,1.0,False,1311,1312,1110|1311|1312,1110|1311|1312,0.12724746387159977,0.12658656916941838,2.7744371737498676,2.768309597387078,0.7092077858182798,0.7315462133753294
S118419795,0.05491227447378631,1.0,True,3312,3312,3312|3320,3312|3320,0.2363347244363855,0.246339054524628,2.366103055105517,2.324439007501376,0.6602736292848802,0.6591609086125382
S119250532,0.007451083307642242,0.6666666666666666,True,1312,1312,1306|1311|1312|2730|2740,1306|1311|1312|2403|2740,0.07824827924929217,0.0738844960249009,3.168450548175727,3.2312876748773895,0.7562557640831357,0.7657973158606964
S120226629,0.0381674378032722,0.3333333333333333,True,3312,3312,2003|3312,3312|3320,0.2363498210914533,0.21349032979913699,1.9918442308267594,2.1226144920314844,0.6648939387576622,0.6769632937761565
S120820016,0.008004439107030383,1.0,True,3312,3312,3312,3312,0.4050910241539205,0.45675928,1.3074324059412754,1.2470135136746672,0.5452416628752461,0.5200450277460985
S120959427,0.06325858624229788,1.0,True,3316,3316,3316,3316,0.43207125121763695,0.4214166020337261,1.1511613815969073,1.2673186668286982,0.48007158388259763,0.5100065497175998
S12146737,0.014908741343695998,0.5,True,1311,1311,1311,1311|1312,0.29326847225664204,0.26556123387109914,2.049941276264951,2.14545142432972,0.5385140610111292,0.5572387467370885
S121703463,0.009438642959503307,1.0,True,1311,1311,1311|1312,1311|1312,0.203371152168988,0.19817752168211067,2.505614328940641,2.50538093186251,0.6170790533034614,0.6196757760146798
S12175909,0.019590610754120122,1.0,True,3312,3312,3312|3320,3312|3320,0.2297026898844432,0.22884550210264326,2.103311736438455,2.019106955430234,0.6184033151908909,0.6059372854411242
S12205661,0.026603701500432612,1.0,True,3318,3318,3318,3318,0.36368141801995146,0.3671805787836389,1.6031342220783344,1.5877046517923123,0.5112859765245248,0.5299888330504037
S122378449,0.011939232729816542,1.0,True,3312,3312,3312|3320,3312|3320,0.34967137746216,0.31488520389192637,1.3791906074662326,1.462197264156537,0.5989748703153785,0.6654746534508619
S122471516,0.022119569933671326,1.0,True,3312,3312,3312|3320,3312|3320,0.17691983579617912,0.1844845242584316,2.5935315155202283,2.5564370625750583,0.6938899850413697,0.6978010224765278
S122892125,0.03650073161380327,1.0,True,3320,3320,3312|3320,3312|3320,0.22096709097248757,0.2151745953915213,2.1742678666262716,2.171680027087187,0.6457014697859217,0.651724712710686
S123043354,0.03173031666081543,1.0,True,3312,3312,3312|3320,3312|3320,0.1916782794616219,0.18146865559995484,2.564538905811394,2.59096399655358,0.6818405899518312,0.6932030546197805
S123665906,0.03250481396528047,1.0,True,3106,3106,3106,3106,0.3245988599999999,0.3413580381940586,1.5981195621660311,1.5304405084581996,0.6055645492169043,0.5799193868521677
S125685628,0.021145908869238013,1.0,True,3106,3106,2505|3106,2505|3106,0.1998356151246688,0.1913161313131013,2.1618212484710053,2.2288954642753662,0.7100690806823327,0.7013397454099568
S126647188,0.0187899352040321,1.0,True,3312,3312,3312,3312,0.3502145872330269,0.29420314000000003,1.878318900194426,2.0188133537591444,0.583532575467193,0.619629691815422
S127589907,0.032271143725716545,1.0,True,3312,3312,3312,3312,0.5646887821095338,0.5188581625106777,1.2449233865766283,1.2399705187838979,0.4228049538078936,0.4472248295745112
S129389861,0.022643874579238325,1.0,True,3312,3312,3312|3320,3312|3320,0.22117472624112175,0.22418506477110356,2.167269667018328,2.2383202775721873,0.6733001783649323,0.6458427128749206
S129511265,0.0094388827530343,0.5,True,2604,2604,2602|2604|2608,2602|2604|2610,0.1637462576140602,0.16652600374045606,2.2026960967214038,2.145311864778556,0.641439809048925,0.6584555858744818
S129906632,0.12361320692071973,0.2857142857142857,True,3312,3312,2202|3312|3315|3320,1208|3304|3312|3318|3320,0.08839734797804193,0.10337210577584248,3.018147630931585,2.9066210866207443,0.779641155917077,0.7990521623381633
S130611943,0.019143683317329303,1.0,True,3312,3312,3312|3320,3312|3320,0.20556560540213584,0.20309346989066085,2.5985151099171495,2.6064431758072217,0.624810810458752,0.6221140729478234
S13068289,0.021644859277986143,1.0,True,3312,3312,3312,3312,0.3081779330379611,0.33589480000000005,1.7899599845882612,1.6507721649456768,0.5560823349442355,0.5422105432667006
S131679521,0.05207957911676153,1.0,True,3312,3312,3312,3312,0.3126601395186687,0.3081818292029886,2.024912265017813,1.9787127372753408,0.5842661765952875,0.5938149147908398
S131700781,0.04812946999048357,0.5,True,1311,1311,1311|1312|2740,1311|1312|2403,0.14556576784071731,0.16904121997742294,2.6738214259561044,2.6767808905417687,0.7582382479871781,0.7413020609437226
S132495599,0.03143661474019736,1.0,True,3312,3312,3312,3312,0.3577985729050278,0.3612792699229119,1.684152952370822,1.6282027452605028,0.5621840667266388,0.5746841298331102
S132665167,0.013577683257541624,1.0,True,3312,3312,3312,3312,0.44071837502125655,0.44432565068688085,1.3829218974900823,1.3948547848736634,0.5106707020893542,0.5150771519323905
S133648787,0.014764550039793075,1.0,True,3312,3312,3312|3320,3312|3320,0.29465900005460355,0.26087785323293294,1.7231291944575533,1.7923041912953388,0.5659768419200888,0.6326047401461682
S133992056,0.012945689875399968,1.0,True,3106,3106,3106,3106,0.5951904106792706,0.5113015649218124,1.0541816370402433,1.3590470061800053,0.2919428418322257,0.3510659876226049
S134425043,0.01441782531648805,1.0,True,1311,1311,1311|1312,1311|1312,0.2648378479042678,0.27383025331236,2.1996326989991113,2.117545261366672,0.5514267977315332,0.54699956302968
S134651815,0.018537429334597472,1.0,True,3106,3106,3106,3106,0.35008163179876733,0.3007649516928038,2.032929580575327,2.2159142595881387,0.5223595708060466,0.5457321415009689
S134776053,0.026012712900470233,1.0,True,3320,3320,3312|3320,3312|3320,0.1678484458261442,0.1796732035316592,2.4843580599259765,2.4083705042556263,0.7045105123493846,0.6829620758977198
S134986326,0.039579032599336914,1.0,True,3312,3312,3312,3312,0.3143427706488362,0.34712973580032713,2.0935436007059427,1.9415839545022082,0.5987527737042512,0.5654022099925988
S135066301,0.019437300264070874,1.0,True,3109,3109,2608|3106|3109,2608|3106|3109,0.14585913782076274,0.14906792480821057,2.4968209632186884,2.5448190284645156,0.7080447236717134,0.7101452712179336
S135297974,0.046397565953475384,1.0,True,3312,3312,3312|3320,3312|3320,0.19583530042601108,0.16231884669932334,2.3018062131718064,2.5051850777318276,0.7341127282193712,0.7365597454704469
S135892541,0.021431207141323336,1.0,True,3312,3312,3312|3320,3312|3320,0.21082106132455605,0.2009363369197218,2.180282572371071,2.2534960662483225,0.6349128411204894,0.6562330993269343
S138240904,0.0053170195081989734,1.0,True,2604,2604,2604,2604,0.3536885841799503,0.32929962760997167,1.6436700254753533,1.6972676740380201,0.4881275980679,0.5093527929799182
S13880985,0.04391013173931348,0.6666666666666666,True,1312,1312,1311|1312,1110|1311|1312,0.18321791554019862,0.16804437944366743,2.0796109115416255,2.196221468944452,0.7062842620465362,0.7458879210891965
S139866111,0.08132863372334356,0.5,True,3312,3312,1211|3312|3320,1211|2309|3312,0.14456882080919453,0.15146029254410015,2.73136148049086,2.5617526540540494,0.7745553698846955,0.806075916522024
S139935717,0.011430632751774208,1.0,True,3312,3312,3312|3320,3312|3320,0.17505670510401442,0.16939714233692565,2.4175493493983873,2.4424545184170636,0.6646026357160519,0.6666885272689171
S140176541,0.015023512327388154,1.0,True,3312,3312,3203|3312,3203|3312,0.2577632088759857,0.26569075282448734,1.9250064397935138,1.994952301529902,0.5840721243364432,0.5611130800775024
S140231038,0.0787581664450547,0.6666666666666666,True,3312,3312,2002|3312|3320,3312|3320,0.14818246501117754,0.1887170432414109,2.412739363220399,2.1631846909043873,0.7591876953689745,0.7220887894424859
S140378306,0.007367290335695404,1.0,True,1311,1311,1311|2303|2309,1311|2303|2309,0.12789291093771,0.1262911984689645,2.5316836465534074,2.547301661817634,0.6731052772198926,0.6772576793213019
S141683002,0.012602964540330563,1.0,True,3312,3312,3312|3320,3312|3320,0.28492997314532936,0.27460470631269035,1.8726300832131608,1.9553919049801762,0.5747620002537855,0.5642068408618647
S141724154,0.03236803832458235,1.0,True,3312,3312,3312,3312,0.4842458943364085,0.4743901814137318,1.5007492983593804,1.5120814911534664,0.4370282150146759,0.44457328448680516
S141988568,0.055909027992000516,1.0,True,3312,3312,3312|3320,3312|3320,0.20894083860339374,0.23034633267452975,2.5595563952265907,2.4911085211851756,0.6611788920323495,0.6470163689513461
S14335163,0.03552382745851017,1.0,True,3320,3320,3312|3320,3312|3320,0.2102735025977845,0.19536885110613972,2.0238680413071166,2.168939462054215,0.6873526860726678,0.7124071201380485
S143967217,0.04759201633621466,1.0,True,3312,3312,3312|3320,3312|3320,0.2308514400874229,0.21376619875641334,2.356420181600064,2.420641782691928,0.6997960086000312,0.7188681674878715
S144178814,0.02018473742813763,1.0,False,3318,3312,3312|3318,3312|3318,0.3212685982811316,0.29699372948104863,1.6212539844124487,1.6838571964769995,0.49190965764575534,0.5109042907570862
S144751283,0.020071570987713866,1.0,True,1311,1311,1311|2735,1311|2735,0.2786025975015857,0.2493172971831334,1.745526270030777,1.901792871970772,0.6160941863741775,0.6458931176455089
S145066639,0.028157253849437538,1.0,True,3312,3312,3312|3320,3312|3320,0.3033304608745205,0.2779311413392901,1.6535949477051421,1.847284759403787,0.5836464631843594,0.5976251660331525
S145715788,0.031150927579766063,1.0,True,3320,3320,3312|3320,3312|3320,0.25798653877644007,0.22798257116146753,1.7829818516779723,2.006614626926651,0.6055421301964722,0.6313973060383811
S14636018,0.01982351709486653,0.5,True,3312,3312,3312|3320,3312,0.31385869860113325,0.3332790750388214,1.5638994547709146,1.633183245121825,0.6521967295701895,0.6188509915242814
S147265922,0.04493409622382431,1.0,True,3312,3312,3312|3320,3312|3320,0.22165953505006625,0.21459200000000003,2.33487101453069,2.4370016564195836,0.6864850088146444,0.6910812548540671
S147353869,0.024617880884987967,1.0,True,1311,1311,1311|2303,1311|2303,0.17950517541950758,0.19947714116444856,2.1253127204025333,1.9798231519240796,0.6875715078236635,0.6849718021619294
S149201819,0.01657938233915455,0.5,True,1311,1311,1306|1311|1312,1311|1312|2730,0.13488478873360915,0.1302768640433081,2.6373160266513636,2.7277238990600186,0.6928158284950788,0.7046195460721635
S150607185,0.012469039087396768,1.0,True,1311,1311,1311|1312,1311|1312,0.16872146000000007,0.1684975133432297,2.4121391397409173,2.4328220118283834,0.7024310214640321,0.701964050366064
S150708946,0.01113105155173368,1.0,True,3312,3312,3312,3312,0.4068244527466335,0.37691989587415187,1.4474553923590405,1.531595014995606,0.5220591791160941,0.5524061331961045
S150892397,0.013285229126086772,0.3333333333333333,True,2604,2604,1703|2604,2604|2608,0.21757734036076207,0.20177995167654897,2.114458255057895,2.214740389071973,0.6489857591334371,0.6390389952341257
S151245446,0.025954420207919025,1.0,True,3304,3304,3304,3304,0.3197643939235714,0.29369630677485775,1.956798566321281,2.024041396079807,0.5811186973522137,0.601088083219566
S151579836,0.004397238197760216,1.0,True,2604,2604,2604|2610,2604|2610,0.17347736000000002,0.1725267021894303,2.374370154224909,2.384793118760544,0.5709153411225066,0.5671741871837405
S152450506,0.02953692575672672,1.0,True,3312,3312,2308|3312|3320|3322,2308|3312|3320|3322,0.13522220570882817,0.11892350464491773,2.6318104964549667,2.7123889184734464,0.7737894044740233,0.789865761564511
S152704329,0.022958450427260545,1.0,True,3312,3312,3312,3312,0.38911180416229413,0.42567290026680693,1.2431267274078313,1.1714472936377733,0.5657713554774277,0.563347067064671
S152710239,0.03226104529393571,1.0,True,1312,1312,1110|1311|1312,1110|1311|1312,0.12303903506178633,0.10978741172977159,2.7423586465565633,2.86830666663246,0.7122736399348778,0.7224422609435428
S152731354,0.03297977282287732,1.0,True,2604,2604,2604|2608|2613,2604|2608|2613,0.1413765720342487,0.16071058918253747,2.3172971425164097,2.245860194735248,0.7735327896198418,0.7770143022605362
S153791594,0.11420585755848972,0.5,True,3312,3312,3312,1208|3312,0.3667133399999999,0.25612316280620717,1.3712278711104697,1.7057840304779752,0.7046717299748726,0.8203087205327212
S156070145,0.06923546562542857,1.0,True,3312,3312,3312|3318|3320,3312|3318|3320,0.1265978604900448,0.12612164566165493,2.623628717922358,2.617326818371988,0.7873552508289506,0.7772785494711053
S157620343,0.03870943140792897,0.6666666666666666,True,3312,3312,3312|3318,3304|3312|3318,0.1909377844810728,0.17673029595992057,2.4529953245386347,2.507403038910052,0.7212152219580573,0.7372118573385151
S159327246,0.011155470403927815,1.0,True,3312,3312,3304|3312,3304|3312,0.22781653750233943,0.20777846307409106,2.180883004317834,2.2550818652132714,0.6693733530812446,0.684221324323978
S159612214,0.010320079772433894,1.0,True,3312,3312,3304|3312,3304|3312,0.27860164819665545,0.2599395799999999,1.8558259483611037,1.933108773960965,0.6420717138863539,0.6349464697676754
S160173694,0.026459272814441947,1.0,True,3312,3312,3312|3320,3312|3320,0.30201794000000004,0.25212419959487,1.6356696321241515,1.8401963305752544,0.5773196132778403,0.6366642372380124
S160300278,0.013364263278789309,0.5,True,3320,3320,3320,3312|3320,0.3240205108619672,0.304991965343149,1.6706126080435026,1.6967765209850671,0.5896529506146342,0.6119827680804961
S160362754,0.01769509001471791,1.0,True,1311,1311,1311|1312,1311|1312,0.20561638132331955,0.20883021523494863,2.37756805669886,2.376709651855624,0.6282898815081464,0.6280630417019322
S161550498,0.038458191724316144,1.0,True,3312,3312,3312|3320,3312|3320,0.17041610349947364,0.19023325161409255,2.2998374433453246,2.186259326764287,0.6761846447798335,0.6560999842861793
S161901644,0.015867548454607458,0.6666666666666666,True,3312,3312,3304|3312|3320,3312|3320,0.19423873580477358,0.198203245690928,2.569371359463633,2.528182866953536,0.7013315477243393,0.6853525300573428
S163559066,0.03316440227494346,1.0,True,3312,3312,1202|3312,1202|3312,0.22127120202769357,0.20169386920921947,1.9842479903125505,2.06714099916446,0.7156661838794521,0.7151817040549429
S16390937,0.056019839545850325,1.0,True,3312,3312,1408|3312,1408|3312,0.25353454012017224,0.2365126066860075,2.1277316119531244,2.279070763447864,0.6695077319442925,0.6839528475783837
S164212335,0.05039841078632066,1.0,True,3312,3312,3312|3320,3312|3320,0.2279215200502532,0.27253109912043044,1.9853566355770302,1.770252228178585,0.6742733164533358,0.6124652385432631
S164505828,0.013521498008272835,1.0,True,3320,3320,3312|3320,3312|3320,0.31572064895074514,0.2894525501336751,1.680273217731753,1.804255844016097,0.5042527289669283,0.5304766649956558
S165431477,0.03150612010967259,1.0,True,3312,3312,3312,3312,0.4011796707181598,0.35201652547039824,1.7196210264909713,1.7523421422083736,0.5342303089810501,0.5669097622080574
S16648056,0.08077023444867906,0.5,True,3312,3312,3205|3304|3312|3600,3205|3207|3305|3312|3600,0.13454606672788486,0.11012235919225535,2.8577859934537444,3.0316502618563828,0.7856270251667945,0.8060326939815987
S16719124,0.018408932176494967,1.0,True,2604,2604,2604|2610,2604|2610,0.17661455875892115,0.1708240073121319,2.173861829427785,2.2341641311243086,0.6672183601864322,0.6634891152801632
S16770927,0.03960764041638692,1.0,True,3312,3312,3312|3320,3312|3320,0.2851058808119835,0.28940294651666715,1.664338983111302,1.618992224399332,0.6697792785307629,0.6515304003623058
S168233274,0.03360465310930119,1.0,False,3320,3312,3312|3320,3312|3320,0.21947318194829346,0.2846430957727235,1.8696498357945823,1.6454121849363177,0.7797045421473641,0.7145934323742156
S168777572,0.0549680470394853,0.6666666666666666,True,1312,1312,1311|1312|2735|2737|2740,1311|1312|2705|2735|2740,0.08009018723654547,0.07759999999999999,2.8895800496525923,2.9752242086082603,0.8581307362187418,0.8584682422583856
S170381558,0.007504793560400425,1.0,True,2604,2604,2604|2610,2604|2610,0.19372038997858707,0.17441371226709396,2.1378720440965933,2.1924301786399147,0.6561720989995101,0.6811167307858748
S170643298,0.023207987695451328,1.0,True,3312,3312,3312|3314,3312|3314,0.20591831036730324,0.17283591050133526,2.0298776062592263,2.2451454552473487,0.7321235890404364,0.7494479647154242
S171076169,0.02827310563198652,0.8571428571428571,True,3312,3312,1211|1710|2002|3304|3312|3320,1211|1710|2002|3304|3312|3315|3320,0.07538227399194478,0.06701048584844554,3.160859603817396,3.2422817013408984,0.83528044564314,0.8517386844917071
S173252385,0.032133700697060105,1.0,True,3312,3312,3312,3312,0.2842370945765443,0.2894722758637449,2.105154261257165,2.135628849924065,0.5969764709427455,0.5959585777560198
S173864314,0.03853375058422487,1.0,True,3312,3312,3312|3320,3312|3320,0.17985075804988235,0.19963623160888716,2.439124718683762,2.3925044182419857,0.7171370682085403,0.7034300423554882
S173952182,0.0037940642281195413,1.0,True,3106,3106,3106,3106,0.5267097635372678,0.4839158400000001,1.099609509272643,1.225689138383408,0.3068518760909322,0.32198524079222
S174538591,0.006991202184250414,1.0,True,3312,3312,3312|3315,3312|3315,0.24873842624163514,0.232912324096015,1.9331468061560535,1.9934172808735713,0.5577882621103353,0.560681330321984
S175220671,0.08776146920379091,1.0,True,3312,3312,3312|3320,3312|3320,0.2874804006610483,0.20126068012341786,1.7172579475813388,2.037577851140217,0.6910754364667366,0.7524150956695329
S175590358,0.025872703578392782,1.0,True,3312,3312,3312,3312,0.3734968638056477,0.35074007450750067,1.4690476301097983,1.5680192141625493,0.5298469326972726,0.5534419839762822
S176933442,0.009909880168022068,1.0,True,1311,1311,1311|2303,1311|2303,0.29208618984116985,0.26985595849450494,1.7240917150585235,1.8314847203404745,0.5755159532374183,0.5925136092358183
S17740374,0.034719980134996734,0.4,True,3312,3312,3203|3312|3318,3305|3312|3318|3320,0.17039550290402833,0.1478974182382893,2.553439129072566,2.630946386220489,0.7302827419030722,0.7661491524441902
S178410430,0.023857715397998303,1.0,True,3312,3312,3312,3312,0.29494763615138403,0.2977391548535792,1.9253324721357614,1.8981225852092802,0.6538877136726453,0.6699539902956274
S179765101,0.03659870145381956,0.3333333333333333,True,3312,3312,1207|3312,3312|3320,0.23164712496325562,0.214575430460684,2.108930968926929,2.154634292812051,0.6141347778385559,0.6537442174509681
S179905963,0.013467980128246427,1.0,True,2604,2604,2604,2604,0.31640062405153946,0.36096488909653235,1.7900056808781721,1.6390699829588335,0.5632395725286363,0.5157464506444127
S180716411,0.025169740042166676,1.0,True,3312,3312,3312|3320,3312|3320,0.25736206407585976,0.2724193586985927,2.095868835009233,2.0412877639774605,0.6684333284244821,0.6603881359700086
S180901878,0.005633569621848486,1.0,True,1311,1311,1311|1312,1311|1312,0.18064761833755374,0.18463147348888495,2.5335134523026235,2.5219455455850017,0.6114967577965271,0.608704691527493
S180943771,0.042318449214813286,0.6666666666666666,True,3312,3312,3312|3320,3312|3316|3320,0.18426603556903473,0.1648172023262933,2.3440884991297004,2.3252190841540963,0.7194656363844811,0.763738527705779
S181098927,0.026532949592885907,0.6666666666666666,True,3312,3312,3312|3320|3600,3312|3320,0.1782725928390128,0.2102106188433168,2.732948202564038,2.5617997203689797,0.7059690764864455,0.6729778978969974
S181266130,0.017413991673304034,1.0,True,3312,3312,3312|3320,3312|3320,0.24336995001854647,0.21626809487252735,1.9781771116765934,2.092860885898377,0.622449214920949,0.6501837907910196
S18131899,0.03303231540017582,0.5,True,3312,3312,3312,3312|3320,0.35454319217580726,0.29946066540982996,1.5975328142141174,1.8202764139291219,0.5026764490138335,0.5462679161410215
S182554291,0.03851138908027538,0.8,False,1311,3600,1311|1312|2002|2739|3600,1311|1312|2739|3600,0.07679153775620298,0.07771580182861612,3.060148154897951,3.0682376449911883,0.8136095024908457,0.8013907094576146
S182709241,0.019461129216719098,1.0,True,3312,3312,3312|3320,3312|3320,0.29603222104713,0.3086878227815996,1.6190076657430346,1.5713700733337617,0.631204534714605,0.6126320072412289
S184365670,0.01994625826309255,1.0,True,1311,1311,1311,1311,0.46430900292567495,0.42015606076944984,1.417401098312877,1.5486009636620355,0.4350396256746925,0.46473767109228586
S184577771,0.013523096035477036,1.0,True,2604,2604,2604|2610,2604|2610,0.23520604720479626,0.2256199416592008,1.8269040960032754,1.9010688070766246,0.6589163698709151,0.6709938773459708
S184583347,0.04357996399025538,1.0,False,3312,3600,2002|3312|3600,2002|3312|3600,0.12554622483828207,0.13366594102977428,2.6512759543687485,2.5536248444282235,0.772069258413632,0.7748031678291414
S184885884,0.014520082463656917,1.0,True,3312,3312,3312|3320,3312|3320,0.3577836728298593,0.37158553138568967,1.439625217800474,1.3451370993143617,0.47285748331583016,0.4653854977788242
S185232611,0.024470565520324943,1.0,True,2604,2604,2604|2610,2604|2610,0.21053601265935448,0.2109138993573635,1.9854394562577249,2.0002067534739543,0.6743014442838939,0.6793167620815173
S186310538,0.035829740734912935,0.5,True,3312,3312,1710|3312|3318,3306|3312|3318,0.16466920573093935,0.19376475815267072,2.17923993342691,2.0918747285996604,0.8047265639831684,0.7383399958171853
S187585107,0.0015954825895810936,1.0,True,3106,3106,3106,3106,0.6149703741616711,0.5896136347540153,1.0211987201164212,1.1080451932559356,0.2494168980155866,0.26352584922520017
S187806540,0.007809904641563165,0.75,True,3109,3109,1705|2805|3109,1702|1705|2805|3109,0.12397407307380844,0.12007328345595839,2.851007669985499,2.8749613876560183,0.6469683022705476,0.6421141644647677
S188931513,0.01780834726918202,1.0,True,3312,3312,3312|3320,3312|3320,0.2695870999999999,0.2607948396409309,1.7946552873842985,1.8217074219618248,0.5805987185437924,0.5983557221946532
S189157259,0.027970541979926607,1.0,True,3312,3312,3312,3312,0.42959744621478263,0.36853523926679427,1.4147993240368124,1.5930950413088243,0.5693571322518357,0.5882812071432113
S18992820,0.02098633715193149,0.5,True,1311,1311,1311,1311|1312,0.3384830778394993,0.323075717697675,1.7351936724162402,1.7744276262015823,0.46134042833194794,0.46613736599186784
S190552063,0.024076562237294038,1.0,True,3312,3312,3312,3312,0.4454626546564507,0.4787960071820466,1.680282188652322,1.533645313264715,0.4940266618196598,0.4707181924683052
S190942573,0.03994528625909023,1.0,True,3312,3312,3312|3315,3312|3315,0.20850896970885205,0.23724699954833792,2.233299319663571,2.164889272540114,0.7027254536525772,0.6811996863826228
